"","index","employees.employee.employment.public.union.board.political.labor.employer.government","general.attorney.briefs.solicitor.argued.assistant.cause.curiae.brief.jr","communist.party.organization.board.foreign.registration.act.control.movement.organizations","school.religious.schools.student.establishment.religion.students.forum.program.university","grand.jury.press.information.footnote.privilege.news.criminal.sources.investigation","mr.debate.senator.clause.legislative.said.privilege.plaintiff.office.house","act.congress.committee.answer.service.inquiry.president.united.questions.security","opinion.filed.joined.district.post.respondents.held.argued.dissenting.jj","speech.government.interest.act.interests.governmental.opinion.case.united.states","advertising.commercial.speech.regulations.information.central.cable.marketing.interest.broadcasting","candidates.candidate.political.election.footnote.contributions.party.expenditures.contribution.campaign","injunction.review.maryland.district.restraint.prior.judicial.order.footnote.relief","limits.federal.election.buckley.bcra.contributions.campaign.political.candidates.candidate","affirmed.syllabus.decided.argued.freedom.held.act.law.case.reversed","false.statements.jury.damages.petitioner.malice.times.respondent.actual.trial","solicitation.charitable.fraud.paid.fee.organizations.requirement.telemarketers.circulators.north","flag.words.peace.conviction.ohio.convicted.conduct.street.symbol.group","obscene.obscenity.material.materials.film.sexual.standards.films.indecent.minors","religious.tax.prison.religion.inmates.rfra.exercise.burden.inmate.sales","ordinance.city.picketing.public.streets.ordinances.park.police.permit.regulation","syllabus","caseId","docketId","caseIssuesId","voteId","dateDecision","decisionType","usCite","term","naturalCourt","chief","docket","caseName","dateArgument","dateRearg","petitioner","petitionerState","respondent","respondentState","jurisdiction","adminAction","adminActionState","threeJudgeFdc","caseOrigin","caseOriginState","caseSource","caseSourceState","lcDisagreement","certReason","lcDisposition","lcDispositionDirection","declarationUncon","caseDisposition","caseDispositionUnusual","partyWinning","precedentAlteration","voteUnclear","issue","issueArea","decisionDirection","decisionDirectionDissent","authorityDecision1","authorityDecision2","lawType","lawSupp","lawMinor","majOpinWriter","majOpinAssigner","splitVote","majVotes","minVotes","landmark"
"43",42,0.0670731707317073,0,0.0365853658536585,0,0,0,0.26219512195122,0.0609756097560976,0.0365853658536585,0.00609756097560976,0.146341463414634,0.0975609756097561,0,0.280487804878049,0.00609756097560976,0,0,0,0,0,"syllabus43","1945-030","1945-030-01","1945-030-01-01","1945-030-01-01-01","6/3/1946",1,"328 U.S. 303",1945,1203,"Stone","809","UNITED STATES v. LOVETT","5/3/1946","",27,NA,13,60,1,NA,NA,0,3,NA,3,NA,0,10,NA,2,2,2,0,0,0,0,30120,3,2,0,1,3,1,122,"",78,78,1,7,0,"No"
"44",43,0,0,0,0.0396039603960396,0,0,0.0099009900990099,0,0.0198019801980198,0.0099009900990099,0,0,0,0.584158415841584,0,0.0396039603960396,0.0792079207920792,0,0.118811881188119,0.099009900990099,"syllabus44","1945-060","1945-060-01","1945-060-01-01","1945-060-01-01-01","1/7/1946",1,"326 U.S. 517",1945,1203,"Stone","87","TUCKER v. TEXAS","12/7/1945","",130,NA,28,51,2,NA,NA,0,302,51,301,51,0,1,2,1,3,3,0,1,0,0,30160,3,2,0,2,NA,2,202,"",78,78,1,5,3,"No"
"45",44,0.021505376344086,0,0,0,0,0,0.010752688172043,0,0,0,0,0,0,0.559139784946237,0,0,0,0,0,0.408602150537634,"syllabus45","1945-118","1945-118-01","1945-118-01-01","1945-118-01-01-01","1/7/1946",1,"326 U.S. 501",1945,1203,"Stone","114","MARSH v. ALABAMA","12/7/1945","",130,NA,28,1,2,NA,NA,0,302,1,301,1,0,1,2,1,3,4,0,1,0,0,30160,3,2,0,2,3,2,202,"",78,78,1,5,3,"No"
"46",45,0.24,0.00235294117647059,0.0141176470588235,0,0,0.00470588235294118,0.0141176470588235,0.143529411764706,0.122352941176471,0,0.244705882352941,0.0164705882352941,0.00235294117647059,0.181176470588235,0,0,0.00705882352941176,0,0.00705882352941176,0,"syllabus46","1946-050","1946-050-01","1946-050-01-03","1946-050-01-03-01","2/10/1947",1,"330 U.S. 75",1946,1301,"Vinson","20","UNITED PUBLIC WORKERS OF AMERICA (C. I. O.) ET AL. v. MITCHELL ET AL.","12/3/1945","10/17/1946",8,60,320,NA,2,20,NA,1,55,10,55,10,0,1,NA,1,1,2,0,0,0,0,30010,3,1,0,1,NA,2,201,"",79,74,1,4,3,"No"
"47",46,0,0,0.0486111111111111,0,0.215277777777778,0,0,0.104166666666667,0.0416666666666667,0,0.00694444444444444,0,0,0.451388888888889,0.0972222222222222,0,0.0277777777777778,0,0.00694444444444444,0,"syllabus47","1946-102","1946-102-01","1946-102-01-01","1946-102-01-01-01","5/19/1947",1,"331 U.S. 367",1946,1301,"Vinson","241","CRAIG ET AL. v. HARNEY, SHERIFF","1/9/1947","",220,NA,28,51,1,NA,NA,0,302,51,300,51,1,10,9,1,1,3,0,1,0,0,30010,3,2,0,2,NA,2,200,"",81,78,1,6,3,"No"
"48",47,0.105691056910569,0,0,0,0.00813008130081301,0.0121951219512195,0,0,0.158536585365854,0.109756097560976,0,0.032520325203252,0.00813008130081301,0.544715447154472,0,0,0,0.0203252032520325,0,0,"syllabus48","1946-125","1946-125-01","1946-125-01-01","1946-125-01-01-01","6/23/1947",1,"332 U.S. 1",1946,1301,"Vinson","954","UNITED STATES v. PETRILLO","5/5/1947","",27,NA,100,NA,2,NA,NA,0,66,17,66,17,0,1,NA,2,1,4,0,1,0,0,30010,3,1,0,1,NA,2,200,"",78,87,1,5,3,"No"
"49",48,0,0,0,0,0,0.01,0,0.32,0.01,0.02,0.01,0.33,0,0.19,0.06,0.04,0,0,0,0.01,"syllabus49","1947-045","1947-045-01","1947-045-01-01","1947-045-01-01-01","3/8/1948",1,"333 U.S. 178",1947,1301,"Vinson","50","DONALDSON, POSTMASTER GENERAL, v. READ MAGAZINE, INC. ET AL.","10/24/1947","1/5/1948",412,NA,178,NA,1,112,NA,0,55,10,32,NA,1,12,2,2,1,4,0,1,0,0,30020,3,1,0,5,1,2,200,"",78,87,1,7,2,"No"
"50",49,0.0223463687150838,0,0.0167597765363128,0.553072625698324,0,0,0,0.0670391061452514,0,0,0.0111731843575419,0,0,0.301675977653631,0,0.00558659217877095,0.0223463687150838,0,0,0,"syllabus50","1947-047","1947-047-01","1947-047-01-01","1947-047-01-01-01","3/8/1948",1,"333 U.S. 203",1947,1301,"Vinson","90","ILLINOIS EX REL. McCOLLUM v. BOARD OF EDUCATION OF SCHOOL DISTRICT NO. 71, CHAMPAIGN COUNTY, ILLINOIS, ET AL.","12/8/1947","",202,NA,21,17,2,NA,NA,0,302,17,300,17,0,1,2,1,1,4,0,1,0,0,30180,3,2,0,2,NA,2,203,"",78,87,1,8,1,"No"
"51",50,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.8375,0.0125,0,0.05,0.025,0.025,0,"syllabus51","1947-059","1947-059-01","1947-059-01-01","1947-059-01-01-01","3/29/1948",1,"333 U.S. 507",1947,1301,"Vinson","3","WINTERS v. NEW YORK","3/27/1946","11/10/1947",117,NA,28,37,2,NA,NA,0,302,37,300,37,0,1,2,1,3,3,0,1,0,0,30010,3,2,0,2,NA,2,200,"",79,78,1,6,3,"No"
"52",51,0.00157977883096367,0.00315955766192733,0.0205371248025276,0,0.0126382306477093,0.00947867298578199,0,0,0.028436018957346,0,0.0205371248025276,0.004739336492891,0,0.238546603475513,0,0,0.0663507109004739,0.00315955766192733,0.00315955766192733,0.587677725118483,"syllabus52","1947-098","1947-098-01","1947-098-01-01","1947-098-01-01-01","6/7/1948",1,"334 U.S. 558",1947,1301,"Vinson","504","SAIA v. NEW YORK","3/30/1948","",130,NA,28,37,2,NA,NA,0,302,37,300,37,0,1,2,1,4,3,0,1,0,0,30010,3,2,0,2,NA,2,200,"",81,87,1,5,4,"Yes"
"53",52,0,0,0,0,0.0185185185185185,0.0185185185185185,0,0,0,0,0,0,0,0.555555555555556,0.0185185185185185,0,0,0,0,0.388888888888889,"syllabus53","1948-030","1948-030-01","1948-030-01-01","1948-030-01-01-01","1/31/1949",7,"336 U.S. 77",1948,1301,"Vinson","9","KOVACS v. COOPER, JUDGE","10/11/1948","",218,NA,16,35,1,NA,NA,0,302,35,300,35,1,11,2,1,1,2,0,0,0,0,30150,3,1,0,2,NA,2,200,"",79,87,1,5,4,"No"
"54",53,0.1,0,0,0,0.0333333333333333,0,0,0.0866666666666667,0,0,0.00666666666666667,0,0,0.66,0,0,0.0133333333333333,0,0,0.1,"syllabus54","1948-056","1948-056-01","1948-056-01-01","1948-056-01-01-01","4/4/1949",1,"336 U.S. 490",1948,1301,"Vinson","182","GIBONEY ET AL. v. EMPIRE STORAGE & ICE CO.","1/4/1949","",249,NA,252,NA,2,NA,NA,0,302,30,300,30,0,1,2,2,1,2,0,0,0,0,30010,3,1,0,2,NA,2,200,"",78,87,1,9,0,"No"
"55",54,0,0,0,0,0.00735294117647059,0,0,0.0220588235294118,0,0,0,0,0,0.382352941176471,0.161764705882353,0,0.272058823529412,0,0,0.154411764705882,"syllabus55","1948-074","1948-074-01","1948-074-01-01","1948-074-01-01-01","5/16/1949",1,"337 U.S. 1",1948,1301,"Vinson","272","TERMINIELLO v. CHICAGO","2/1/1949","",218,NA,3,17,1,NA,NA,0,302,17,300,17,0,10,2,1,4,3,0,1,0,0,30010,3,2,0,2,NA,2,200,"",81,87,1,5,4,"Yes"
"56",55,0,0.018018018018018,0,0,0,0,0,0,0,0,0,0,0,0.954954954954955,0,0,0,0,0.027027027027027,0,"syllabus56","1949-017","1949-017-01","1949-017-01-01","1949-017-01-01-01","12/5/1949",1,"338 U.S. 345",1949,1303,"Vinson","62","COLE ET AL. v. ARKANSAS","11/9/1949","",145,NA,28,5,1,NA,NA,0,302,5,300,5,0,13,2,1,1,2,0,0,0,0,30010,3,1,0,2,NA,2,200,"",84,87,1,8,0,"No"
"57",56,0,0,0,0,0.0754716981132075,0.0188679245283019,0,0.113207547169811,0,0,0,0,0,0.490566037735849,0.0188679245283019,0.0188679245283019,0.0188679245283019,0.245283018867925,0,0,"syllabus57","1949-043","1949-043-01","1949-043-01-01","1949-043-01-01-01","2/6/1950",1,"338 U.S. 680",1949,1303,"Vinson","217","UNITED STATES v. ALPERS","12/14/1949","",27,NA,100,NA,1,NA,NA,0,50,6,29,NA,0,11,3,2,1,3,0,1,0,0,30200,3,1,0,4,7,6,600,"18 U.S.C. § 1462",89,87,1,5,3,"No"
"58",57,0.311170212765957,0.00265957446808511,0.210106382978723,0.0132978723404255,0,0,0.0106382978723404,0,0.11436170212766,0,0.0452127659574468,0.00531914893617021,0.0132978723404255,0.268617021276596,0.00265957446808511,0.00265957446808511,0,0,0,0,"syllabus58","1949-070","1949-070-01","1949-070-01-01","1949-070-01-01-01","5/8/1950",1,"339 U.S. 382",1949,1303,"Vinson","10","AMERICAN COMMUNICATIONS ASSN., C. I. O., ET AL. v. DOUDS, REGIONAL DIRECTOR OF THE NATIONAL LABOR RELATIONS BOARD","10/10/1949","",249,NA,382,NA,2,NA,NA,1,96,37,96,37,1,1,NA,1,1,2,0,0,0,0,30060,3,1,0,1,NA,3,350,"",87,87,1,5,1,"No"
"59",58,0.145985401459854,0,0,0.0145985401459854,0,0,0,0.072992700729927,0,0,0,0,0,0.693430656934307,0,0,0.0072992700729927,0,0.0218978102189781,0.0437956204379562,"syllabus59","1949-072","1949-072-01","1949-072-01-01","1949-072-01-01-01","5/8/1950",1,"339 U.S. 460",1949,1303,"Vinson","61","HUGHES ET AL. v. SUPERIOR COURT OF CALIFORNIA FOR CONTRA COSTA COUNTY","11/8/1949","",223,NA,6,6,1,NA,NA,0,302,6,300,6,0,11,3,1,1,2,0,0,0,0,30150,3,1,0,2,NA,2,200,"",80,79,1,8,0,"No"
"60",59,0.2,0,0.0222222222222222,0.0222222222222222,0,0,0.0444444444444444,0,0,0,0,0,0,0.622222222222222,0,0,0,0.0666666666666667,0.0222222222222222,0,"syllabus60","1949-073","1949-073-01","1949-073-01-01","1949-073-01-01-01","5/8/1950",7,"339 U.S. 470",1949,1303,"Vinson","309","INTERNATIONAL BROTHERHOOD OF TEAMSTERS, ETC. UNION, LOCAL 309, ET AL. v. HANKE ET AL., DOING BUSINESS AS ATLAS AUTO REBUILD","2/9/1950","",249,NA,125,NA,1,NA,NA,0,302,56,300,56,0,11,2,1,1,2,0,0,0,0,30010,3,1,0,2,NA,2,200,"",80,87,1,5,3,"No"
"61",60,0.326530612244898,0.0204081632653061,0.0102040816326531,0,0.0204081632653061,0.0204081632653061,0,0.0306122448979592,0.0408163265306122,0,0,0.0204081632653061,0.0102040816326531,0.408163265306122,0,0,0,0,0,0.0918367346938776,"syllabus61","1949-076","1949-076-01","1949-076-01-01","1949-076-01-01-01","5/8/1950",1,"339 U.S. 532",1949,1303,"Vinson","449","BUILDING SERVICE EMPLOYEES INTERNATIONAL UNION, LOCAL 262, ET AL. v. GAZZAM","2/9/1950","",249,NA,151,NA,1,NA,NA,0,302,56,300,56,1,12,2,1,1,2,0,0,0,0,30010,3,1,0,2,NA,2,200,"",89,87,1,8,0,"No"
"62",61,0,0,0,0,0,0,0,0.0121212121212121,0.0424242424242424,0,0,0.0848484848484849,0,0.206060606060606,0,0.0121212121212121,0.0848484848484849,0,0.0424242424242424,0.515151515151515,"syllabus62","1950-024","1950-024-01","1950-024-01-01","1950-024-01-01-01","1/15/1951",1,"340 U.S. 268",1950,1303,"Vinson","17","NIEMOTKO v. MARYLAND","10/17/1950","",130,NA,28,25,2,117,25,0,302,25,302,25,0,1,NA,1,1,3,0,1,0,0,30160,3,2,0,2,NA,2,231,"",87,87,1,9,0,"No"
"63",62,0.0102040816326531,0,0,0.0918367346938776,0.0102040816326531,0.0204081632653061,0,0,0,0,0,0.0102040816326531,0,0.387755102040816,0.0408163265306122,0,0,0,0,0.428571428571429,"syllabus63","1950-025","1950-025-01","1950-025-01-01","1950-025-01-01-01","1/15/1951",1,"340 U.S. 290",1950,1303,"Vinson","50","KUNZ v. NEW YORK","10/17/1950","",130,NA,28,37,2,117,37,0,302,37,300,37,1,1,2,1,4,3,0,1,0,0,30160,3,2,0,2,NA,2,202,"",87,87,1,8,1,"No"
"64",63,0,0,0,0,0,0.0168067226890756,0,0.117647058823529,0.0168067226890756,0,0.0168067226890756,0,0,0.394957983193277,0,0,0.394957983193277,0,0,0.0420168067226891,"syllabus64","1950-026","1950-026-01","1950-026-01-01","1950-026-01-01-01","1/15/1951",1,"340 U.S. 315",1950,1303,"Vinson","93","FEINER v. NEW YORK","10/17/1950","",223,NA,28,37,1,NA,NA,0,302,37,300,37,0,12,2,1,1,2,0,0,0,0,30010,3,1,0,2,NA,2,200,"",87,87,1,6,3,"Yes"
"65",64,0.444444444444444,0,0.282051282051282,0,0,0.00854700854700855,0.00854700854700855,0.162393162393162,0,0,0,0.0170940170940171,0,0.0598290598290598,0,0,0,0,0,0.0170940170940171,"syllabus65","1950-077","1950-077-01","1950-077-01-01","1950-077-01-01-01","5/14/1951",1,"341 U.S. 322",1950,1303,"Vinson","425","NATIONAL LABOR RELATIONS BOARD v. HIGHLAND PARK MANUFACTURING CO.","4/23/1951","",382,NA,151,NA,1,82,NA,0,24,NA,24,NA,0,2,8,1,1,2,0,0,0,0,30070,3,1,0,4,NA,3,350,"",84,87,1,6,2,"No"
"66",65,0,0.0158730158730159,0,0,0,0.293650793650794,0.198412698412698,0.277777777777778,0,0,0.00793650793650794,0,0,0.206349206349206,0,0,0,0,0,0,"syllabus66","1950-081","1950-081-01","1950-081-01-02","1950-081-01-02-01","5/21/1951",1,"341 U.S. 367",1950,1303,"Vinson","338","TENNEY ET AL. v. BRANDHOVE","3/1/1951","",17,6,254,NA,1,NA,NA,0,50,6,29,NA,0,10,3,2,1,4,0,1,0,0,30050,3,1,0,4,NA,6,600,"8 U.S.C. § 43",80,87,1,8,1,"No"
"67",66,0,0,0.0548780487804878,0,0.0121951219512195,0.0670731707317073,0.0426829268292683,0.231707317073171,0,0,0,0,0,0.573170731707317,0,0,0.0121951219512195,0,0,0.00609756097560976,"syllabus67","1950-089","1950-089-01","1950-089-01-01","1950-089-01-01-01","6/4/1951",7,"341 U.S. 494",1950,1303,"Vinson","336","DENNIS ET AL. v. UNITED STATES","12/4/1950","",100,NA,27,NA,1,NA,NA,0,96,37,22,NA,0,12,2,1,1,2,0,0,0,0,30060,3,1,0,1,NA,2,207,"",87,87,1,6,2,"Yes"
"68",67,0.00537634408602151,0,0,0.00537634408602151,0,0.0752688172043011,0,0,0.00537634408602151,0.021505376344086,0,0.00537634408602151,0,0.263440860215054,0,0.0752688172043011,0,0.0645161290322581,0.161290322580645,0.317204301075269,"syllabus68","1950-092","1950-092-01","1950-092-01-03","1950-092-01-03-01","6/4/1951",1,"341 U.S. 622",1950,1303,"Vinson","399","BREARD v. ALEXANDRIA","3/7/1951","",233,NA,3,22,2,NA,NA,0,302,22,300,22,0,1,2,1,1,2,0,0,0,0,30010,3,1,0,2,NA,2,200,"",79,79,1,6,3,"No"
"69",68,0.152542372881356,0,0.139830508474576,0,0.0127118644067797,0,0.0593220338983051,0,0,0.00423728813559322,0.0169491525423729,0.0550847457627119,0,0.474576271186441,0,0.00423728813559322,0,0,0,0.0805084745762712,"syllabus69","1950-098","1950-098-01","1950-098-01-01","1950-098-01-01-01","6/4/1951",1,"341 U.S. 716",1950,1303,"Vinson","453","GARNER ET AL. v. BOARD OF PUBLIC WORKS OF LOS ANGELES ET AL.","4/25/1951","",8,6,3,6,1,NA,NA,0,302,6,301,6,0,12,2,1,1,2,0,0,0,0,30090,3,1,0,2,NA,1,127,"",88,78,1,5,4,"No"
"70",69,0.0849056603773585,0,0.132075471698113,0.0754716981132075,0,0.0141509433962264,0,0.0141509433962264,0.00471698113207547,0,0,0,0,0.669811320754717,0,0,0,0,0,0.00471698113207547,"syllabus70","1951-050","1951-050-01","1951-050-01-01","1951-050-01-01-01","3/3/1952",1,"342 U.S. 485",1951,1303,"Vinson","8","ADLER ET AL. v. BOARD OF EDUCATION OF THE CITY OF NEW YORK","1/3/1952","",8,37,21,37,2,NA,NA,0,302,37,300,37,0,1,2,1,1,2,0,0,0,0,30120,3,1,0,2,NA,2,200,"",89,87,1,6,3,"No"
"71",70,0,0,0.141141141141141,0.00600600600600601,0,0,0.57957957957958,0.15015015015015,0.012012012012012,0,0.003003003003003,0.003003003003003,0,0.0900900900900901,0,0,0,0.012012012012012,0,0.003003003003003,"syllabus71","1951-054","1951-054-01","1951-054-01-01","1951-054-01-01-01","3/10/1952",1,"342 U.S. 524",1951,1303,"Vinson","35","CARLSON ET AL. v. LANDON, DISTRICT DIRECTOR OF IMMIGRATION AND NATURALIZATION SERVICE","11/26/1951","",106,NA,368,NA,1,68,NA,0,51,6,29,NA,0,2,2,1,1,2,0,0,0,0,30060,3,1,0,4,NA,3,346,"",79,87,1,5,4,"No"
"72",71,0,0,0.00819672131147541,0,0,0.0245901639344262,0.450819672131148,0.0491803278688525,0.00819672131147541,0.00819672131147541,0,0.131147540983607,0,0.319672131147541,0,0,0,0,0,0,"syllabus72","1951-056","1951-056-01","1951-056-01-01","1951-056-01-01-01","3/10/1952",1,"342 U.S. 580",1951,1303,"Vinson","43","HARISIADES v. SHAUGHNESSY, DISTRICT DIRECTOR OF IMMIGRATION AND NATURALIZATION","12/5/1951","",106,NA,368,NA,1,68,NA,0,96,37,22,NA,0,12,2,1,1,2,0,0,0,0,30060,3,1,0,1,NA,3,369,"",84,87,1,6,2,"No"
"73",72,0,0,0,0.00613496932515337,0,0.00613496932515337,0,0,0,0,0,0,0,0.680981595092024,0.153374233128834,0,0.141104294478528,0,0,0.0122699386503067,"syllabus73","1951-071","1951-071-01","1951-071-01-01","1951-071-01-01-01","4/28/1952",1,"343 U.S. 250",1951,1303,"Vinson","118","BEAUHARNAIS v. ILLINOIS","11/28/1951","",218,NA,28,17,1,NA,NA,0,302,17,300,17,0,10,2,1,1,2,0,0,0,0,30030,3,1,0,2,NA,2,200,"",80,87,1,5,4,"Yes"
"74",73,0,0,0,0.00495049504950495,0.0099009900990099,0,0,0,0.202970297029703,0,0,0.0792079207920792,0,0.366336633663366,0,0,0,0.311881188118812,0,0.0247524752475248,"syllabus74","1951-084","1951-084-01","1951-084-01-01","1951-084-01-01-01","5/26/1952",1,"343 U.S. 495",1951,1303,"Vinson","522","JOSEPH BURSTYN, INC. v. WILSON, COMMISSIONER OF EDUCATION OF NEW YORK, et al.","4/24/1952","",156,NA,19,37,2,117,37,0,301,37,300,37,1,1,2,1,3,3,0,1,1,0,30010,3,2,0,2,NA,2,200,"",88,87,1,9,0,"No"
"75",74,0,0,0.125,0,0.00568181818181818,0.0227272727272727,0,0.0681818181818182,0,0,0,0.00568181818181818,0.0227272727272727,0.534090909090909,0,0.00568181818181818,0,0,0.198863636363636,0.0113636363636364,"syllabus75","1952-013","1952-013-01","1952-013-01-01","1952-013-01-01-01","11/24/1952",1,"344 U.S. 94",1952,1303,"Vinson","3","KEDROFF ET AL. v. SAINT NICHOLAS CATHEDRAL OF THE RUSSIAN ORTHODOX CHURCH IN NORTH AMERICA","2/1/1952","10/14/1952",130,NA,130,NA,2,NA,NA,0,302,37,300,37,0,1,3,1,3,4,0,1,0,0,30160,3,2,0,2,NA,2,202,"",79,79,1,8,1,"No"
"76",75,0.205128205128205,0,0.128205128205128,0.00854700854700855,0,0,0,0,0,0,0.0854700854700855,0,0,0.521367521367521,0,0.0341880341880342,0,0.00854700854700855,0.00854700854700855,0,"syllabus76","1952-023","1952-023-01","1952-023-01-01","1952-023-01-01-01","12/15/1952",1,"344 U.S. 183",1952,1303,"Vinson","14","WIEMAN et al. v. UPDEGRAFF et al.","11/16/1952","",8,42,25,42,2,NA,NA,0,302,42,300,42,0,1,2,1,3,3,0,1,0,0,30110,3,2,0,2,NA,2,200,"",88,87,1,8,0,"No"
"77",76,0,0,0,0.075,0.125,0,0,0,0,0,0,0.025,0,0.4,0,0,0,0,0,0.375,"syllabus77","1952-057","1952-057-01","1952-057-01-01","1952-057-01-01-01","3/9/1953",1,"345 U.S. 67",1952,1303,"Vinson","340","FOWLER v. RHODE ISLAND","2/3/1953","",130,NA,28,47,2,NA,NA,0,302,47,300,47,0,1,2,1,4,4,0,1,0,0,30160,3,2,0,2,NA,2,202,"",81,87,1,9,0,"No"
"78",77,0,0,0,0,0.0434782608695652,0,0,0.0124223602484472,0,0,0.0124223602484472,0,0,0.602484472049689,0,0,0,0,0.0248447204968944,0.304347826086957,"syllabus78","1952-080","1952-080-01","1952-080-01-01","1952-080-01-01-01","4/27/1953",1,"345 U.S. 395",1952,1303,"Vinson","341","POULOS v. NEW HAMPSHIRE","2/3/1953","",130,NA,28,34,2,NA,NA,0,302,34,300,34,0,1,2,1,1,2,0,0,0,0,30160,3,1,0,2,NA,2,202,"",79,87,1,7,2,"No"
"79",78,0.0384615384615385,0.153846153846154,0,0,0,0.0384615384615385,0.0384615384615385,0.115384615384615,0,0,0,0,0,0.230769230769231,0,0,0,0.384615384615385,0,0,"syllabus79","1953-027","1953-027-01","1953-027-01-01","1953-027-01-01-01","1/18/1954",6,"346 U.S. 587",1953,1401,"Warren","217","SUPERIOR FILMS, INC. v. DEPARTMENT OF EDUCATION OF OHIO, DIVISION OF FILM CENSORSHIP, HISSONG, SUPERINTENDENT","1/6/1954","",156,NA,7,41,2,117,41,0,300,41,300,41,0,1,9,1,1,3,0,1,0,0,30190,3,2,0,7,NA,2,200,"",NA,90,1,9,0,"No"
"80",79,0,0,0.0666666666666667,0,0,0,0,0.00555555555555556,0.238888888888889,0.00555555555555556,0.15,0,0.0777777777777778,0.377777777777778,0,0.05,0,0,0.0277777777777778,0,"syllabus80","1953-080","1953-080-01","1953-080-01-01","1953-080-01-01-01","6/7/1954",1,"347 U.S. 612",1953,1401,"Warren","32","UNITED STATES v. HARRISS et al.","10/19/1953","",27,NA,102,NA,2,NA,NA,0,55,NA,55,NA,0,1,NA,2,1,3,0,1,0,0,30010,3,1,0,1,NA,6,600,"2 U.S.C. § 261",90,90,1,5,3,"No"
"81",80,0.20253164556962,0,0.181434599156118,0,0,0,0,0.312236286919831,0,0,0.0421940928270042,0.122362869198312,0,0.122362869198312,0.0126582278481013,0,0,0,0,0.00421940928270042,"syllabus81","1954-088","1954-088-01","1954-088-01-01","1954-088-01-01-01","6/6/1955",1,"349 U.S. 331",1954,1403,"Warren","376","PETERS v. HOBBY et al.","4/19/1955","",206,NA,397,NA,1,72,NA,0,55,NA,32,NA,1,12,2,1,1,4,0,1,0,0,30120,3,2,0,5,NA,5,511,"",90,90,1,7,2,"No"
"82",81,0,0,0.0169491525423729,0.0338983050847458,0,0,0,0,0.0508474576271186,0.0169491525423729,0.0338983050847458,0.0169491525423729,0.0169491525423729,0.627118644067797,0.0847457627118644,0,0,0,0,0.101694915254237,"syllabus82","1955-049","1955-049-01","1955-049-01-01","1955-049-01-01-01","4/2/1956",1,"350 U.S. 497",1955,1403,"Warren","10","PENNSYLVANIA v. NELSON","11/15/1955","",28,45,100,NA,1,NA,NA,0,302,45,300,45,0,10,3,2,1,2,0,0,0,0,30060,3,2,0,4,NA,3,369,"",90,90,1,6,3,"No"
"83",82,0,0,0.02,0,0,0,0,0,0.06,0.02,0,0,0.02,0.4,0,0,0,0.4,0,0.08,"syllabus83","1956-037","1956-037-01","1956-037-01-01","1956-037-01-01-01","2/25/1957",1,"352 U.S. 380",1956,1404,"Warren","16","BUTLER v. MICHIGAN","10/16/1956","",100,NA,28,27,2,NA,NA,0,302,27,300,27,0,1,9,1,3,3,0,1,0,0,30190,3,2,0,2,NA,2,200,"",80,90,1,9,0,"No"
"84",83,0.133333333333333,0,0,0,0,0.025,0,0.116666666666667,0.025,0.0916666666666667,0.225,0,0,0.383333333333333,0,0,0,0,0,0,"syllabus84","1956-050","1956-050-01","1956-050-01-01","1956-050-01-01-01","3/11/1957",1,"352 U.S. 567",1956,1404,"Warren","44","UNITED STATES v. INTERNATIONAL UNION UNITED AUTOMOBILE, AIRCRAFT AND AGRICULTURAL IMPLEMENT WORKERS OF AMERICA (UAW-CIO)","12/3/1956","",27,NA,249,NA,2,NA,NA,0,81,NA,81,NA,0,1,9,2,1,4,0,1,0,0,30140,3,1,0,4,3,6,600,"18 U.S.C. § 610",80,80,1,5,3,"No"
"85",84,0,0,0,0,0.048582995951417,0,0.6417004048583,0,0.137651821862348,0.00202429149797571,0.00404858299595142,0,0,0.159919028340081,0,0.00607287449392713,0,0,0,0,"syllabus85","1956-108","1956-108-01","1956-108-01-01","1956-108-01-01-01","6/17/1957",1,"354 U.S. 178",1956,1405,"Warren","261","WATKINS v. UNITED STATES","3/7/1957","",254,NA,27,NA,1,NA,NA,0,55,NA,32,NA,1,10,2,1,1,4,0,1,0,0,30050,3,2,0,1,NA,2,207,"",90,90,1,6,1,"Yes"
"86",85,0,0,0,0.00709219858156028,0,0.113475177304965,0.205673758865248,0.361702127659574,0.0425531914893617,0,0,0.00709219858156028,0,0.26241134751773,0,0,0,0,0,0,"syllabus86","1956-109","1956-109-01","1956-109-01-01","1956-109-01-01-01","6/17/1957",7,"354 U.S. 234",1956,1405,"Warren","175","SWEEZY v. NEW HAMPSHIRE, BY WYMAN, ATTORNEY GENERAL","3/5/1957","",254,NA,28,34,2,NA,NA,0,302,34,300,34,0,1,2,1,1,3,0,1,0,0,30050,3,2,0,2,NA,2,230,"",90,90,1,6,2,"No"
